application_id,customer_id,loan_amount,loan_intent,loan_grade,loan_interest_rate,loan_percent_income,loan_status,loan_amount_category,interest_rate_category,income_burden_category,loan_grade_score
A018705,C018705,16000,DEBTCONSOLIDATION,B,11.48,0.4,1,medium,medium,medium,2
A018706,C018706,2400,DEBTCONSOLIDATION,D,14.42,0.1,0,small,medium,low,4
A018707,C018707,3000,DEBTCONSOLIDATION,C,12.53,0.12,0,small,medium,low,3
A018708,C018708,16000,MEDICAL,D,12.99,0.43,1,medium,medium,medium,4
A018709,C018709,16000,DEBTCONSOLIDATION,B,,0.36,1,medium,,medium,2
A018710,C018710,16000,VENTURE,B,10.0,0.36,1,medium,medium,medium,2
A018711,C018711,2000,HOMEIMPROVEMENT,B,12.42,0.08,0,small,medium,low,2
A018712,C018712,16000,DEBTCONSOLIDATION,C,12.73,0.41,1,medium,medium,medium,3
A018713,C018713,16000,MEDICAL,B,11.71,0.34,1,medium,medium,medium,2
A018714,C018714,16000,DEBTCONSOLIDATION,C,13.85,0.33,1,medium,medium,medium,3
A018715,C018715,16000,VENTURE,C,14.22,0.33,1,medium,medium,medium,3
A018716,C018716,16000,MEDICAL,B,9.91,0.32,1,medium,low,medium,2
A018717,C018717,4500,VENTURE,A,5.42,0.18,0,small,low,low,1
A018718,C018718,16000,PERSONAL,C,13.99,0.36,1,medium,medium,medium,3
A018719,C018719,16000,HOMEIMPROVEMENT,E,16.77,0.32,1,medium,high,medium,5
A018720,C018720,16000,MEDICAL,C,,0.32,1,medium,,medium,3
A018721,C018721,4000,MEDICAL,A,6.54,0.16,0,small,low,low,1
A018722,C018722,16000,PERSONAL,C,13.48,0.36,1,medium,medium,medium,3
A018723,C018723,16000,EDUCATION,D,13.24,0.36,1,medium,medium,medium,4
A018724,C018724,16000,DEBTCONSOLIDATION,C,13.49,0.31,1,medium,medium,medium,3
A018725,C018725,16000,VENTURE,E,14.18,0.31,1,medium,medium,medium,5
A018726,C018726,16000,MEDICAL,D,14.74,0.33,1,medium,medium,medium,4
A018727,C018727,16000,VENTURE,B,11.12,0.29,0,medium,medium,medium,2
A018728,C018728,16000,PERSONAL,C,13.98,0.29,0,medium,medium,medium,3
A018729,C018729,16000,EDUCATION,E,16.32,0.31,1,medium,high,medium,5
A018730,C018730,16000,EDUCATION,E,17.99,0.3,1,medium,high,medium,5
A018731,C018731,5000,DEBTCONSOLIDATION,D,,0.2,1,small,,medium,4
A018732,C018732,16000,DEBTCONSOLIDATION,A,7.88,0.26,0,medium,low,medium,1
A018733,C018733,1200,EDUCATION,D,,0.05,0,small,,low,4
A018734,C018734,16000,PERSONAL,C,13.11,0.25,0,medium,medium,medium,3
A018735,C018735,16000,MEDICAL,C,13.47,0.25,0,medium,medium,medium,3
A018736,C018736,16000,PERSONAL,D,17.27,0.25,0,medium,high,medium,4
A018737,C018737,16000,MEDICAL,C,13.06,0.25,0,medium,medium,medium,3
A018738,C018738,5000,DEBTCONSOLIDATION,D,14.11,0.19,0,small,medium,low,4
A018739,C018739,6000,DEBTCONSOLIDATION,A,5.99,0.23,0,medium,low,medium,1
A018740,C018740,2400,VENTURE,D,14.96,0.09,0,small,medium,low,4
A018741,C018741,16000,MEDICAL,D,16.07,0.27,1,medium,high,medium,4
A018742,C018742,16000,VENTURE,B,12.18,0.24,0,medium,medium,medium,2
A018743,C018743,16000,PERSONAL,B,11.58,0.24,0,medium,medium,medium,2
A018744,C018744,16000,EDUCATION,D,14.09,0.24,0,medium,medium,medium,4
A018745,C018745,16000,HOMEIMPROVEMENT,A,5.99,0.23,0,medium,low,medium,1
A018746,C018746,2400,HOMEIMPROVEMENT,C,14.27,0.09,0,small,medium,low,3
A018747,C018747,16000,DEBTCONSOLIDATION,D,15.7,0.25,1,medium,high,medium,4
A018748,C018748,16000,PERSONAL,D,14.42,0.23,0,medium,medium,medium,4
A018749,C018749,16000,EDUCATION,A,8.9,0.21,0,medium,low,medium,1
A018750,C018750,1000,PERSONAL,A,7.49,0.05,0,small,low,low,1
A018751,C018751,1000,PERSONAL,D,14.84,0.04,0,small,medium,low,4
A018752,C018752,1000,PERSONAL,B,11.49,0.04,0,small,medium,low,2
A018753,C018753,1000,MEDICAL,C,15.96,0.04,0,small,high,low,3
A018754,C018754,1000,MEDICAL,D,14.91,0.04,1,small,medium,low,4
A018755,C018755,1000,MEDICAL,B,9.99,0.04,0,small,low,low,2
A018756,C018756,12000,DEBTCONSOLIDATION,B,11.36,0.46,1,medium,medium,medium,2
A018757,C018757,13750,VENTURE,C,13.11,0.53,0,medium,medium,high,3
A018758,C018758,1200,PERSONAL,B,10.99,0.05,0,small,medium,low,2
A018759,C018759,1000,MEDICAL,B,10.25,0.04,0,small,medium,low,2
A018760,C018760,5000,MEDICAL,A,8.94,0.19,0,small,low,low,1
A018761,C018761,1000,MEDICAL,B,10.99,0.04,0,small,medium,low,2
A018762,C018762,6000,PERSONAL,A,9.63,0.23,0,medium,low,medium,1
A018763,C018763,1000,EDUCATION,A,7.49,0.03,0,small,low,low,1
A018764,C018764,1000,EDUCATION,A,5.79,0.03,0,small,low,low,1
A018765,C018765,15000,DEBTCONSOLIDATION,B,9.76,0.58,1,medium,low,high,2
A018766,C018766,1000,MEDICAL,B,9.25,0.03,0,small,low,low,2
A018767,C018767,1000,MEDICAL,C,14.79,0.03,0,small,medium,low,3
A018768,C018768,4000,DEBTCONSOLIDATION,D,14.74,0.15,1,small,medium,low,4
A018769,C018769,6500,HOMEIMPROVEMENT,B,9.99,0.25,0,medium,low,medium,2
A018770,C018770,1000,PERSONAL,B,10.36,0.03,0,small,medium,low,2
A018771,C018771,1000,MEDICAL,B,,0.03,1,small,,low,2
A018772,C018772,1000,EDUCATION,A,7.88,0.03,0,small,low,low,1
A018773,C018773,1000,PERSONAL,B,9.88,0.03,0,small,low,low,2
A018774,C018774,1000,MEDICAL,B,11.12,0.02,0,small,medium,low,2
A018775,C018775,4800,MEDICAL,A,7.66,0.18,0,small,low,low,1
A018776,C018776,1000,MEDICAL,B,10.74,0.02,0,small,medium,low,2
A018777,C018777,6000,MEDICAL,A,6.91,0.23,1,medium,low,medium,1
A018778,C018778,3000,MEDICAL,A,6.17,0.11,0,small,low,low,1
A018779,C018779,1000,MEDICAL,B,9.99,0.02,0,small,low,low,2
A018780,C018780,1000,VENTURE,C,14.17,0.02,1,small,medium,low,3
A018781,C018781,1000,DEBTCONSOLIDATION,B,10.37,0.02,0,small,medium,low,2
A018782,C018782,5000,MEDICAL,A,7.14,0.19,0,small,low,low,1
A018783,C018783,1000,MEDICAL,C,,0.02,0,small,,low,3
A018784,C018784,3600,MEDICAL,B,9.88,0.14,0,small,low,low,2
A018785,C018785,1000,PERSONAL,C,14.27,0.02,0,small,medium,low,3
A018786,C018786,1000,VENTURE,A,,0.02,0,small,,low,1
A018787,C018787,1000,HOMEIMPROVEMENT,C,,0.01,0,small,,low,3
A018788,C018788,1000,DEBTCONSOLIDATION,B,9.91,0.01,0,small,low,low,2
A018789,C018789,1000,VENTURE,C,13.49,0.01,0,small,medium,low,3
A018790,C018790,4400,MEDICAL,B,10.59,0.17,0,small,medium,low,2
A018791,C018791,1000,HOMEIMPROVEMENT,A,8.59,0.01,1,small,low,low,1
A018792,C018792,1000,VENTURE,C,13.49,0.01,0,small,medium,low,3
A018793,C018793,1000,MEDICAL,B,11.71,0.01,0,small,medium,low,2
A018794,C018794,5000,EDUCATION,B,10.59,0.19,0,small,medium,low,2
A018795,C018795,1200,VENTURE,D,14.11,0.12,1,small,medium,low,4
A018796,C018796,1200,DEBTCONSOLIDATION,A,8.0,0.08,0,small,low,low,1
A018797,C018797,1200,EDUCATION,B,12.53,0.08,0,small,medium,low,2
A018798,C018798,1200,PERSONAL,A,7.29,0.06,1,small,low,low,1
A018799,C018799,1200,DEBTCONSOLIDATION,B,11.71,0.06,1,small,medium,low,2
A018800,C018800,1200,DEBTCONSOLIDATION,C,11.54,0.06,0,small,medium,low,3
A018801,C018801,1200,MEDICAL,C,13.22,0.05,0,small,medium,low,3
A018802,C018802,5600,EDUCATION,A,5.42,0.21,0,medium,low,medium,1
A018803,C018803,1200,MEDICAL,F,18.99,0.05,0,small,high,low,6
A018804,C018804,4300,VENTURE,A,5.99,0.16,0,small,low,low,1
A018805,C018805,11500,EDUCATION,G,20.11,0.43,1,medium,high,medium,7
A018806,C018806,1200,MEDICAL,A,6.76,0.04,0,small,low,low,1
A018807,C018807,4200,HOMEIMPROVEMENT,A,7.88,0.16,0,small,low,low,1
A018808,C018808,1200,DEBTCONSOLIDATION,A,7.88,0.03,0,small,low,low,1
A018809,C018809,1200,EDUCATION,D,16.29,0.03,0,small,high,low,4
A018810,C018810,2400,PERSONAL,B,10.99,0.09,0,small,medium,low,2
A018811,C018811,1200,MEDICAL,C,13.8,0.03,0,small,medium,low,3
A018812,C018812,1200,MEDICAL,C,15.23,0.03,0,small,high,low,3
A018813,C018813,3000,MEDICAL,B,11.14,0.11,0,small,medium,low,2
A018814,C018814,1200,MEDICAL,C,,0.02,0,small,,low,3
A018815,C018815,1200,DEBTCONSOLIDATION,E,17.56,0.02,1,small,high,low,5
A018816,C018816,1200,PERSONAL,B,9.99,0.02,0,small,low,low,2
A018817,C018817,1200,MEDICAL,D,16.29,0.02,1,small,high,low,4
A018818,C018818,1200,PERSONAL,A,6.54,0.02,0,small,low,low,1
A018819,C018819,1250,EDUCATION,C,,0.09,1,small,,low,3
A018820,C018820,1250,VENTURE,B,11.49,0.05,0,small,medium,low,2
A018821,C018821,1250,DEBTCONSOLIDATION,C,13.23,0.01,0,small,medium,low,3
A018822,C018822,6500,EDUCATION,B,11.11,0.24,0,medium,medium,medium,2
A018823,C018823,1300,PERSONAL,B,9.91,0.04,0,small,low,low,2
A018824,C018824,1300,MEDICAL,B,10.46,0.03,0,small,medium,low,2
A018825,C018825,1300,VENTURE,A,7.68,0.03,0,small,low,low,1
A018826,C018826,1300,HOMEIMPROVEMENT,A,6.54,0.02,0,small,low,low,1
A018827,C018827,1800,PERSONAL,A,7.74,0.07,0,small,low,low,1
A018828,C018828,1400,VENTURE,B,11.49,0.1,0,small,medium,low,2
A018829,C018829,1400,MEDICAL,B,9.99,0.08,0,small,low,low,2
A018830,C018830,1400,VENTURE,F,22.06,0.06,0,small,high,low,6
A018831,C018831,1400,EDUCATION,A,8.49,0.06,0,small,low,low,1
A018832,C018832,2000,HOMEIMPROVEMENT,C,12.99,0.07,1,small,medium,low,3
A018833,C018833,1400,PERSONAL,A,6.99,0.06,0,small,low,low,1
A018834,C018834,1400,VENTURE,A,7.9,0.05,0,small,low,low,1
A018835,C018835,15000,VENTURE,A,6.54,0.55,0,medium,low,high,1
A018836,C018836,1400,DEBTCONSOLIDATION,A,,0.03,0,small,,low,1
A018837,C018837,3000,EDUCATION,B,11.49,0.11,0,small,medium,low,2
A018838,C018838,1400,MEDICAL,C,15.27,0.02,0,small,high,low,3
A018839,C018839,1400,DEBTCONSOLIDATION,A,,0.02,0,small,,low,1
A018840,C018840,2250,EDUCATION,D,15.62,0.08,1,small,high,low,4
A018841,C018841,1450,EDUCATION,C,,0.09,0,small,,low,3
A018842,C018842,1450,MEDICAL,A,,0.06,0,small,,low,1
A018843,C018843,3500,EDUCATION,A,6.99,0.13,0,small,low,low,1
A018844,C018844,1450,VENTURE,B,,0.04,0,small,,low,2
A018845,C018845,1500,EDUCATION,B,10.36,0.06,0,small,medium,low,2
A018846,C018846,3000,EDUCATION,B,11.86,0.11,0,small,medium,low,2
A018847,C018847,1500,MEDICAL,C,,0.05,0,small,,low,3
A018848,C018848,1500,PERSONAL,B,11.11,0.05,0,small,medium,low,2
A018849,C018849,1500,VENTURE,D,15.7,0.05,1,small,high,low,4
A018850,C018850,1500,MEDICAL,A,7.29,0.05,1,small,low,low,1
A018851,C018851,1500,HOMEIMPROVEMENT,B,9.63,0.05,1,small,low,low,2
A018852,C018852,1500,EDUCATION,C,,0.05,0,small,,low,3
A018853,C018853,2400,MEDICAL,A,5.42,0.09,0,small,low,low,1
A018854,C018854,1500,DEBTCONSOLIDATION,B,11.49,0.05,1,small,medium,low,2
A018855,C018855,11000,EDUCATION,A,8.49,0.39,0,medium,low,medium,1
A018856,C018856,4200,PERSONAL,C,12.84,0.15,0,small,medium,low,3
A018857,C018857,1500,MEDICAL,A,8.49,0.05,0,small,low,low,1
A018858,C018858,1800,HOMEIMPROVEMENT,A,5.42,0.06,0,small,low,low,1
A018859,C018859,1500,DEBTCONSOLIDATION,B,10.99,0.04,0,small,medium,low,2
A018860,C018860,1500,PERSONAL,D,12.86,0.05,1,small,medium,low,4
A018861,C018861,7600,VENTURE,A,6.62,0.27,0,medium,low,medium,1
A018862,C018862,1500,MEDICAL,A,7.4,0.04,0,small,low,low,1
A018863,C018863,3000,VENTURE,B,9.99,0.11,0,small,low,low,2
A018864,C018864,1500,MEDICAL,C,14.35,0.04,0,small,medium,low,3
A018865,C018865,7500,HOMEIMPROVEMENT,B,10.99,0.27,0,medium,medium,medium,2
A018866,C018866,1500,EDUCATION,B,12.69,0.04,0,small,medium,low,2
A018867,C018867,6300,PERSONAL,B,11.99,0.23,0,medium,medium,medium,2
A018868,C018868,1500,DEBTCONSOLIDATION,D,14.61,0.04,1,small,medium,low,4
A018869,C018869,4800,VENTURE,A,7.49,0.17,0,small,low,low,1
A018870,C018870,1500,DEBTCONSOLIDATION,C,14.79,0.04,0,small,medium,low,3
A018871,C018871,1500,EDUCATION,B,,0.03,0,small,,low,2
A018872,C018872,1500,PERSONAL,C,12.53,0.04,1,small,medium,low,3
A018873,C018873,1500,PERSONAL,B,11.12,0.03,0,small,medium,low,2
A018874,C018874,1500,MEDICAL,A,5.99,0.03,0,small,low,low,1
A018875,C018875,6000,MEDICAL,D,15.21,0.21,1,medium,high,medium,4
A018876,C018876,1500,DEBTCONSOLIDATION,A,7.51,0.04,1,small,low,low,1
A018877,C018877,1500,MEDICAL,B,9.91,0.03,0,small,low,low,2
A018878,C018878,1500,MEDICAL,B,11.71,0.03,0,small,medium,low,2
A018879,C018879,1500,VENTURE,B,11.89,0.03,0,small,medium,low,2
A018880,C018880,1500,VENTURE,C,13.92,0.03,0,small,medium,low,3
A018881,C018881,3250,MEDICAL,B,12.53,0.12,0,small,medium,low,2
A018882,C018882,1500,EDUCATION,C,13.23,0.03,0,small,medium,low,3
A018883,C018883,1500,EDUCATION,A,7.37,0.03,0,small,low,low,1
A018884,C018884,1500,HOMEIMPROVEMENT,D,16.77,0.03,0,small,high,low,4
A018885,C018885,1500,EDUCATION,C,12.87,0.03,0,small,medium,low,3
A018886,C018886,1500,DEBTCONSOLIDATION,D,14.42,0.03,1,small,medium,low,4
A018887,C018887,1500,HOMEIMPROVEMENT,C,13.23,0.02,0,small,medium,low,3
A018888,C018888,1500,PERSONAL,B,12.42,0.02,0,small,medium,low,2
A018889,C018889,1500,HOMEIMPROVEMENT,B,10.74,0.02,0,small,medium,low,2
A018890,C018890,1600,VENTURE,C,13.49,0.06,1,small,medium,low,3
A018891,C018891,1600,HOMEIMPROVEMENT,B,9.88,0.09,1,small,low,low,2
A018892,C018892,2600,VENTURE,A,7.74,0.09,0,small,low,low,1
A018893,C018893,4000,EDUCATION,A,7.74,0.14,0,small,low,low,1
A018894,C018894,2400,PERSONAL,A,6.39,0.08,0,small,low,low,1
A018895,C018895,1700,MEDICAL,B,11.12,0.09,0,small,medium,low,2
A018896,C018896,1700,PERSONAL,C,15.23,0.05,0,small,high,low,3
A018897,C018897,4650,EDUCATION,C,13.22,0.16,0,small,medium,low,3
A018898,C018898,1700,MEDICAL,C,,0.04,0,small,,low,3
A018899,C018899,1700,DEBTCONSOLIDATION,A,8.49,0.03,0,small,low,low,1
A018900,C018900,1750,MEDICAL,A,6.76,0.13,0,small,low,low,1
A018901,C018901,1800,MEDICAL,C,14.35,0.15,0,small,medium,low,3
A018902,C018902,6250,PERSONAL,C,,0.22,0,medium,,medium,3
A018903,C018903,1800,MEDICAL,B,11.49,0.12,0,small,medium,low,2
A018904,C018904,1800,VENTURE,D,17.54,0.12,0,small,high,low,4
A018905,C018905,2000,HOMEIMPROVEMENT,B,10.59,0.07,0,small,medium,low,2
A018906,C018906,1800,VENTURE,C,12.99,0.08,0,small,medium,low,3
A018907,C018907,1800,MEDICAL,C,13.06,0.08,0,small,medium,low,3
A018908,C018908,1800,MEDICAL,A,8.59,0.07,0,small,low,low,1
A018909,C018909,1800,VENTURE,A,6.76,0.07,0,small,low,low,1
A018910,C018910,7500,VENTURE,C,13.43,0.26,0,medium,medium,medium,3
A018911,C018911,1800,MEDICAL,B,11.58,0.04,0,small,medium,low,2
A018912,C018912,1800,MEDICAL,B,11.71,0.04,0,small,medium,low,2
A018913,C018913,1800,HOMEIMPROVEMENT,C,,0.03,0,small,,low,3
A018914,C018914,1800,DEBTCONSOLIDATION,B,11.46,0.03,0,small,medium,low,2
A018915,C018915,1800,PERSONAL,B,10.75,0.02,0,small,medium,low,2
A018916,C018916,1800,PERSONAL,B,12.42,0.02,0,small,medium,low,2
A018917,C018917,1800,MEDICAL,C,12.99,0.01,0,small,medium,low,3
A018918,C018918,1800,PERSONAL,C,13.48,0.0,0,small,medium,low,3
A018919,C018919,1850,MEDICAL,B,,0.1,0,small,,low,2
A018920,C018920,1850,VENTURE,B,11.99,0.04,0,small,medium,low,2
A018921,C018921,1875,EDUCATION,A,8.49,0.12,1,small,low,low,1
A018922,C018922,1900,MEDICAL,A,5.79,0.06,0,small,low,low,1
A018923,C018923,1900,PERSONAL,A,5.79,0.04,0,small,low,low,1
A018924,C018924,1925,MEDICAL,C,12.29,0.03,0,small,medium,low,3
A018925,C018925,1925,VENTURE,C,14.35,0.03,1,small,medium,low,3
A018926,C018926,2000,VENTURE,C,14.72,0.19,1,small,medium,low,3
A018927,C018927,2000,PERSONAL,E,17.19,0.15,1,small,high,low,5
A018928,C018928,5000,PERSONAL,D,15.99,0.17,0,small,high,low,4
A018929,C018929,6250,VENTURE,C,12.87,0.22,0,medium,medium,medium,3
A018930,C018930,3500,EDUCATION,B,12.53,0.12,0,small,medium,low,2
A018931,C018931,2000,PERSONAL,A,5.99,0.1,1,small,low,low,1
A018932,C018932,1500,PERSONAL,C,12.29,0.05,0,small,medium,low,3
A018933,C018933,2000,HOMEIMPROVEMENT,F,18.3,0.1,1,small,high,low,6
A018934,C018934,2000,MEDICAL,C,13.49,0.1,0,small,medium,low,3
A018935,C018935,2000,HOMEIMPROVEMENT,A,7.9,0.1,1,small,low,low,1
A018936,C018936,2000,PERSONAL,B,12.53,0.1,0,small,medium,low,2
A018937,C018937,2000,DEBTCONSOLIDATION,C,13.48,0.1,0,small,medium,low,3
A018938,C018938,6250,HOMEIMPROVEMENT,C,,0.22,0,medium,,medium,3
A018939,C018939,2000,MEDICAL,C,14.22,0.09,0,small,medium,low,3
A018940,C018940,7000,VENTURE,A,6.99,0.24,0,medium,low,medium,1
A018941,C018941,2000,MEDICAL,A,8.49,0.09,0,small,low,low,1
A018942,C018942,4000,VENTURE,A,,0.14,0,small,,low,1
A018943,C018943,2000,EDUCATION,C,14.35,0.08,0,small,medium,low,3
A018944,C018944,8000,VENTURE,A,7.51,0.27,0,medium,low,medium,1
A018945,C018945,2000,EDUCATION,C,13.61,0.08,0,small,medium,low,3
A018946,C018946,2000,VENTURE,C,13.11,0.08,0,small,medium,low,3
A018947,C018947,2000,HOMEIMPROVEMENT,C,13.16,0.08,1,small,medium,low,3
A018948,C018948,7000,DEBTCONSOLIDATION,B,10.0,0.24,1,medium,medium,medium,2
A018949,C018949,6000,PERSONAL,C,13.23,0.2,0,medium,medium,medium,3
A018950,C018950,2000,MEDICAL,A,6.54,0.08,0,small,low,low,1
A018951,C018951,2000,MEDICAL,C,13.61,0.08,0,small,medium,low,3
A018952,C018952,2000,MEDICAL,A,7.88,0.07,0,small,low,low,1
A018953,C018953,10000,MEDICAL,A,9.63,0.34,0,medium,low,medium,1
A018954,C018954,13900,HOMEIMPROVEMENT,A,8.94,0.47,0,medium,low,medium,1
A018955,C018955,2000,MEDICAL,B,11.48,0.07,0,small,medium,low,2
A018956,C018956,2000,EDUCATION,A,5.42,0.07,0,small,low,low,1
A018957,C018957,2000,MEDICAL,A,7.29,0.07,0,small,low,low,1
A018958,C018958,15000,VENTURE,B,11.99,0.16,0,medium,medium,low,2
A018959,C018959,15000,PERSONAL,D,14.42,0.19,1,medium,medium,low,4
A018960,C018960,10000,EDUCATION,B,9.91,0.33,0,medium,low,medium,2
A018961,C018961,15000,VENTURE,A,,0.5,0,medium,,high,1
A018962,C018962,15000,MEDICAL,C,13.47,0.18,1,medium,medium,low,3
A018963,C018963,15000,VENTURE,E,16.7,0.18,1,medium,high,low,5
A018964,C018964,5000,MEDICAL,A,7.51,0.17,0,small,low,low,1
A018965,C018965,15000,MEDICAL,B,9.88,0.15,0,medium,low,low,2
A018966,C018966,15000,VENTURE,B,11.58,0.15,0,medium,medium,low,2
A018967,C018967,15000,HOMEIMPROVEMENT,C,12.04,0.15,0,medium,medium,low,3
A018968,C018968,15000,DEBTCONSOLIDATION,B,11.46,0.15,0,medium,medium,low,2
A018969,C018969,15000,HOMEIMPROVEMENT,D,16.77,0.14,0,medium,high,low,4
A018970,C018970,15000,HOMEIMPROVEMENT,B,10.59,0.14,0,medium,medium,low,2
A018971,C018971,15000,DEBTCONSOLIDATION,B,10.75,0.14,0,medium,medium,low,2
A018972,C018972,15000,DEBTCONSOLIDATION,A,,0.14,0,medium,,low,1
A018973,C018973,15000,PERSONAL,B,10.0,0.14,0,medium,medium,low,2
A018974,C018974,10000,EDUCATION,B,9.91,0.33,0,medium,low,medium,2
A018975,C018975,6000,VENTURE,A,6.03,0.2,0,medium,low,medium,1
A018976,C018976,1200,EDUCATION,B,,0.04,0,small,,low,2
A018977,C018977,15000,PERSONAL,C,12.68,0.14,0,medium,medium,low,3
A018978,C018978,15000,MEDICAL,B,11.11,0.14,0,medium,medium,low,2
A018979,C018979,6625,PERSONAL,A,6.62,0.22,0,medium,low,medium,1
A018980,C018980,15000,EDUCATION,D,14.42,0.14,0,medium,medium,low,4
A018981,C018981,4000,DEBTCONSOLIDATION,C,,0.13,0,small,,low,3
A018982,C018982,15000,EDUCATION,D,17.58,0.15,1,medium,high,low,4
A018983,C018983,15000,PERSONAL,A,9.63,0.13,0,medium,low,low,1
A018984,C018984,15000,EDUCATION,A,6.91,0.13,0,medium,low,low,1
A018985,C018985,15000,MEDICAL,A,6.17,0.13,0,medium,low,low,1
A018986,C018986,15000,DEBTCONSOLIDATION,A,9.63,0.13,0,medium,low,low,1
A018987,C018987,15000,VENTURE,E,15.68,0.13,0,medium,high,low,5
A018988,C018988,2000,PERSONAL,A,7.9,0.07,0,small,low,low,1
A018989,C018989,15000,PERSONAL,C,12.73,0.12,0,medium,medium,low,3
A018990,C018990,4750,MEDICAL,A,7.9,0.16,0,small,low,low,1
A018991,C018991,15000,MEDICAL,A,,0.12,0,medium,,low,1
A018992,C018992,15000,HOMEIMPROVEMENT,B,11.12,0.11,0,medium,medium,low,2
A018993,C018993,15000,EDUCATION,A,9.63,0.12,1,medium,low,low,1
A018994,C018994,15000,DEBTCONSOLIDATION,B,11.26,0.11,0,medium,medium,low,2
A018995,C018995,15000,HOMEIMPROVEMENT,C,12.53,0.1,0,medium,medium,low,3
A018996,C018996,11000,MEDICAL,B,10.65,0.37,0,medium,medium,medium,2
A018997,C018997,15000,EDUCATION,A,8.94,0.1,0,medium,low,low,1
A018998,C018998,15000,PERSONAL,E,16.32,0.1,0,medium,high,low,5
A018999,C018999,15000,HOMEIMPROVEMENT,B,,0.1,0,medium,,low,2
A019000,C019000,15000,VENTURE,C,13.92,0.09,0,medium,medium,low,3
A019001,C019001,15000,DEBTCONSOLIDATION,B,11.26,0.09,0,medium,medium,low,2
A019002,C019002,15000,DEBTCONSOLIDATION,B,10.37,0.07,0,medium,medium,low,2
A019003,C019003,15000,HOMEIMPROVEMENT,B,11.36,0.07,0,medium,medium,low,2
A019004,C019004,15000,VENTURE,C,11.72,0.07,0,medium,medium,low,3
A019005,C019005,15000,HOMEIMPROVEMENT,A,5.99,0.07,0,medium,low,low,1
A019006,C019006,5000,MEDICAL,A,,0.17,0,small,,low,1
A019007,C019007,14975,HOMEIMPROVEMENT,B,12.53,0.5,1,medium,medium,high,2
A019008,C019008,5100,EDUCATION,A,7.9,0.17,0,medium,low,low,1
A019009,C019009,14800,PERSONAL,B,11.14,0.49,1,medium,medium,medium,2
A019010,C019010,14800,MEDICAL,B,10.83,0.3,0,medium,medium,medium,2
A019011,C019011,14800,EDUCATION,B,9.99,0.22,0,medium,low,medium,2
A019012,C019012,14750,DEBTCONSOLIDATION,B,,0.35,1,medium,,medium,2
A019013,C019013,10000,VENTURE,A,7.51,0.33,0,medium,low,medium,1
A019014,C019014,4300,DEBTCONSOLIDATION,A,7.9,0.14,0,small,low,low,1
A019015,C019015,14700,MEDICAL,A,5.99,0.4,1,medium,low,medium,1
A019016,C019016,2000,EDUCATION,B,11.49,0.07,0,small,medium,low,2
A019017,C019017,2000,DEBTCONSOLIDATION,B,10.75,0.07,0,small,medium,low,2
A019018,C019018,2000,PERSONAL,B,12.42,0.07,0,small,medium,low,2
A019019,C019019,3300,EDUCATION,A,5.99,0.11,0,small,low,low,1
A019020,C019020,2000,DEBTCONSOLIDATION,A,5.79,0.06,0,small,low,low,1
A019021,C019021,2000,VENTURE,B,,0.06,0,small,,low,2
A019022,C019022,2000,MEDICAL,B,10.37,0.05,0,small,medium,low,2
A019023,C019023,2000,DEBTCONSOLIDATION,B,10.75,0.05,0,small,medium,low,2
A019024,C019024,2000,HOMEIMPROVEMENT,A,7.74,0.04,0,small,low,low,1
A019025,C019025,2000,DEBTCONSOLIDATION,B,9.99,0.04,0,small,low,low,2
A019026,C019026,2000,DEBTCONSOLIDATION,C,13.72,0.04,0,small,medium,low,3
A019027,C019027,2000,HOMEIMPROVEMENT,B,10.01,0.04,0,small,medium,low,2
A019028,C019028,2000,PERSONAL,A,5.42,0.04,1,small,low,low,1
A019029,C019029,2000,MEDICAL,D,16.89,0.04,1,small,high,low,4
A019030,C019030,9000,VENTURE,A,5.42,0.3,0,medium,low,medium,1
A019031,C019031,2000,DEBTCONSOLIDATION,B,,0.03,0,small,,low,2
A019032,C019032,2000,DEBTCONSOLIDATION,C,13.48,0.03,0,small,medium,low,3
A019033,C019033,2000,HOMEIMPROVEMENT,B,9.91,0.03,0,small,low,low,2
A019034,C019034,2000,EDUCATION,B,,0.03,0,small,,low,2
A019035,C019035,5000,VENTURE,A,,0.17,0,small,,low,1
A019036,C019036,2000,MEDICAL,D,14.42,0.04,1,small,medium,low,4
A019037,C019037,4000,EDUCATION,B,,0.13,0,small,,low,2
A019038,C019038,10000,VENTURE,A,6.99,0.33,0,medium,low,medium,1
A019039,C019039,2000,DEBTCONSOLIDATION,A,,0.03,0,small,,low,1
A019040,C019040,2000,MEDICAL,A,6.17,0.03,0,small,low,low,1
A019041,C019041,7000,EDUCATION,A,6.99,0.23,0,medium,low,medium,1
A019042,C019042,2000,MEDICAL,A,6.99,0.03,0,small,low,low,1
A019043,C019043,2000,EDUCATION,B,10.65,0.03,0,small,medium,low,2
A019044,C019044,2975,DEBTCONSOLIDATION,A,5.99,0.1,0,small,low,low,1
A019045,C019045,2000,EDUCATION,C,13.72,0.03,0,small,medium,low,3
A019046,C019046,9450,PERSONAL,A,8.49,0.32,0,medium,low,medium,1
A019047,C019047,2000,DEBTCONSOLIDATION,D,14.59,0.03,1,small,medium,low,4
A019048,C019048,2000,VENTURE,C,12.99,0.03,0,small,medium,low,3
A019049,C019049,4000,MEDICAL,D,15.62,0.13,1,small,high,low,4
