customer_id,credit_history_length,default_history,credit_history_category,has_default_history,financial_risk_level
C014172,3,Y,medium,1,high
C014173,3,N,medium,0,medium
C014174,3,N,medium,0,medium
C014175,3,N,medium,0,medium
C014176,2,Y,short,1,high
C014177,4,N,medium,0,medium
C014178,2,N,short,0,medium
C014179,4,Y,medium,1,high
C014180,4,N,medium,0,medium
C014181,2,N,short,0,medium
C014182,2,N,short,0,medium
C014183,4,Y,medium,1,high
C014184,3,N,medium,0,medium
C014185,4,N,medium,0,medium
C014186,4,N,medium,0,medium
C014187,3,N,medium,0,medium
C014188,4,N,medium,0,medium
C014189,4,N,medium,0,medium
C014190,4,Y,medium,1,high
C014191,4,N,medium,0,medium
C014192,4,N,medium,0,medium
C014193,2,N,short,0,medium
C014194,2,N,short,0,medium
C014195,3,N,medium,0,medium
C014196,3,Y,medium,1,high
C014197,2,N,short,0,medium
C014198,3,Y,medium,1,high
C014199,4,N,medium,0,medium
C014200,3,N,medium,0,medium
C014201,3,Y,medium,1,high
C014202,4,Y,medium,1,high
C014203,4,N,medium,0,medium
C014204,4,Y,medium,1,high
C014205,4,N,medium,0,medium
C014206,2,N,short,0,medium
C014207,2,N,short,0,medium
C014208,3,N,medium,0,medium
C014209,4,N,medium,0,medium
C014210,3,N,medium,0,medium
C014211,4,N,medium,0,medium
C014212,3,N,medium,0,medium
C014213,3,N,medium,0,medium
C014214,2,Y,short,1,high
C014215,3,N,medium,0,medium
C014216,2,Y,short,1,high
C014217,2,N,short,0,medium
C014218,3,N,medium,0,medium
C014219,4,N,medium,0,medium
C014220,4,N,medium,0,medium
C014221,3,Y,medium,1,high
C014222,3,N,medium,0,medium
C014223,4,N,medium,0,medium
C014224,3,N,medium,0,medium
C014225,2,N,short,0,medium
C014226,3,N,medium,0,medium
C014227,3,N,medium,0,medium
C014228,4,N,medium,0,medium
C014229,4,N,medium,0,medium
C014230,3,N,medium,0,medium
C014231,4,N,medium,0,medium
C014232,3,N,medium,0,medium
C014233,2,N,short,0,medium
C014234,3,Y,medium,1,high
C014235,4,N,medium,0,medium
C014236,2,N,short,0,medium
C014237,3,N,medium,0,medium
C014238,2,N,short,0,medium
C014239,2,Y,short,1,high
C014240,3,N,medium,0,medium
C014241,3,N,medium,0,medium
C014242,4,N,medium,0,medium
C014243,3,N,medium,0,medium
C014244,2,N,short,0,medium
C014245,4,N,medium,0,medium
C014246,3,N,medium,0,medium
C014247,2,N,short,0,medium
C014248,3,N,medium,0,medium
C014249,3,N,medium,0,medium
C014250,3,Y,medium,1,high
C014251,2,N,short,0,medium
C014252,3,N,medium,0,medium
C014253,3,N,medium,0,medium
C014254,4,Y,medium,1,high
C014255,4,Y,medium,1,high
C014256,4,N,medium,0,medium
C014257,3,N,medium,0,medium
C014258,2,N,short,0,medium
C014259,4,N,medium,0,medium
C014260,3,Y,medium,1,high
C014261,2,Y,short,1,high
C014262,2,N,short,0,medium
C014263,2,N,short,0,medium
C014264,4,N,medium,0,medium
C014265,4,Y,medium,1,high
C014266,3,N,medium,0,medium
C014267,2,Y,short,1,high
C014268,3,N,medium,0,medium
C014269,2,N,short,0,medium
C014270,2,Y,short,1,high
C014271,2,N,short,0,medium
C014272,3,N,medium,0,medium
C014273,3,N,medium,0,medium
C014274,3,N,medium,0,medium
C014275,3,N,medium,0,medium
C014276,4,N,medium,0,medium
C014277,4,N,medium,0,medium
C014278,2,N,short,0,medium
C014279,4,Y,medium,1,high
C014280,2,N,short,0,medium
C014281,4,N,medium,0,medium
C014282,2,N,short,0,medium
C014283,3,Y,medium,1,high
C014284,4,N,medium,0,medium
C014285,4,Y,medium,1,high
C014286,4,N,medium,0,medium
C014287,3,Y,medium,1,high
C014288,2,N,short,0,medium
C014289,2,N,short,0,medium
C014290,2,N,short,0,medium
C014291,4,N,medium,0,medium
C014292,3,N,medium,0,medium
C014293,2,N,short,0,medium
C014294,2,N,short,0,medium
C014295,2,N,short,0,medium
C014296,3,N,medium,0,medium
C014297,2,N,short,0,medium
C014298,2,N,short,0,medium
C014299,4,Y,medium,1,high
C014300,3,N,medium,0,medium
C014301,4,N,medium,0,medium
C014302,2,N,short,0,medium
C014303,3,N,medium,0,medium
C014304,3,Y,medium,1,high
C014305,3,N,medium,0,medium
C014306,2,N,short,0,medium
C014307,2,N,short,0,medium
C014308,3,N,medium,0,medium
C014309,4,N,medium,0,medium
C014310,4,N,medium,0,medium
C014311,2,Y,short,1,high
C014312,3,N,medium,0,medium
C014313,4,N,medium,0,medium
C014314,3,N,medium,0,medium
C014315,2,N,short,0,medium
C014316,4,N,medium,0,medium
C014317,2,N,short,0,medium
C014318,3,Y,medium,1,high
C014319,2,N,short,0,medium
C014320,2,N,short,0,medium
C014321,4,N,medium,0,medium
C014322,3,N,medium,0,medium
C014323,2,N,short,0,medium
C014324,4,N,medium,0,medium
C014325,3,N,medium,0,medium
C014326,3,N,medium,0,medium
C014327,3,N,medium,0,medium
C014328,2,N,short,0,medium
C014329,4,N,medium,0,medium
C014330,4,N,medium,0,medium
C014331,4,N,medium,0,medium
C014332,3,Y,medium,1,high
C014333,3,N,medium,0,medium
C014334,3,N,medium,0,medium
C014335,4,N,medium,0,medium
C014336,2,Y,short,1,high
C014337,3,N,medium,0,medium
C014338,3,N,medium,0,medium
C014339,2,N,short,0,medium
C014340,4,N,medium,0,medium
C014341,2,N,short,0,medium
C014342,4,N,medium,0,medium
C014343,4,N,medium,0,medium
C014344,2,N,short,0,medium
C014345,3,N,medium,0,medium
C014346,4,N,medium,0,medium
C014347,3,Y,medium,1,high
C014348,4,N,medium,0,medium
C014349,3,N,medium,0,medium
C014350,3,N,medium,0,medium
C014351,2,N,short,0,medium
C014352,2,Y,short,1,high
C014353,2,Y,short,1,high
C014354,2,N,short,0,medium
C014355,3,Y,medium,1,high
C014356,3,N,medium,0,medium
C014357,4,Y,medium,1,high
C014358,4,N,medium,0,medium
C014359,2,N,short,0,medium
C014360,3,N,medium,0,medium
C014361,2,N,short,0,medium
C014362,3,N,medium,0,medium
C014363,3,N,medium,0,medium
C014364,3,N,medium,0,medium
C014365,2,N,short,0,medium
C014366,3,N,medium,0,medium
C014367,4,Y,medium,1,high
C014368,2,Y,short,1,high
C014369,3,N,medium,0,medium
C014370,2,N,short,0,medium
C014371,3,Y,medium,1,high
C014372,2,N,short,0,medium
C014373,3,N,medium,0,medium
C014374,4,Y,medium,1,high
C014375,3,N,medium,0,medium
C014376,3,N,medium,0,medium
C014377,3,N,medium,0,medium
C014378,2,N,short,0,medium
C014379,2,N,short,0,medium
C014380,4,N,medium,0,medium
C014381,2,Y,short,1,high
C014382,3,N,medium,0,medium
C014383,2,N,short,0,medium
C014384,2,N,short,0,medium
C014385,4,N,medium,0,medium
C014386,4,N,medium,0,medium
C014387,3,N,medium,0,medium
C014388,2,Y,short,1,high
C014389,3,Y,medium,1,high
C014390,4,N,medium,0,medium
C014391,2,N,short,0,medium
C014392,3,N,medium,0,medium
C014393,2,Y,short,1,high
C014394,3,N,medium,0,medium
C014395,2,N,short,0,medium
C014396,4,N,medium,0,medium
C014397,2,N,short,0,medium
C014398,3,N,medium,0,medium
C014399,4,N,medium,0,medium
C014400,4,N,medium,0,medium
C014401,3,N,medium,0,medium
C014402,4,N,medium,0,medium
C014403,4,N,medium,0,medium
C014404,4,Y,medium,1,high
C014405,3,Y,medium,1,high
C014406,4,N,medium,0,medium
C014407,4,N,medium,0,medium
C014408,4,Y,medium,1,high
C014409,4,N,medium,0,medium
C014410,2,N,short,0,medium
C014411,4,N,medium,0,medium
C014412,2,N,short,0,medium
C014413,3,N,medium,0,medium
C014414,3,N,medium,0,medium
C014415,3,N,medium,0,medium
C014416,3,N,medium,0,medium
C014417,2,N,short,0,medium
C014418,2,N,short,0,medium
C014419,2,N,short,0,medium
C014420,4,N,medium,0,medium
C014421,2,N,short,0,medium
C014422,2,Y,short,1,high
C014423,2,N,short,0,medium
C014424,4,N,medium,0,medium
C014425,4,N,medium,0,medium
C014426,2,Y,short,1,high
C014427,3,N,medium,0,medium
C014428,2,N,short,0,medium
C014429,3,N,medium,0,medium
C014430,3,Y,medium,1,high
C014431,3,N,medium,0,medium
C014432,3,N,medium,0,medium
C014433,4,N,medium,0,medium
C014434,4,N,medium,0,medium
C014435,4,Y,medium,1,high
C014436,4,Y,medium,1,high
C014437,4,N,medium,0,medium
C014438,4,N,medium,0,medium
C014439,4,N,medium,0,medium
C014440,4,Y,medium,1,high
C014441,3,N,medium,0,medium
C014442,3,N,medium,0,medium
C014443,3,Y,medium,1,high
C014444,2,N,short,0,medium
C014445,2,N,short,0,medium
C014446,4,N,medium,0,medium
C014447,4,N,medium,0,medium
C014448,3,N,medium,0,medium
C014449,2,N,short,0,medium
C014450,3,N,medium,0,medium
C014451,2,N,short,0,medium
C014452,4,N,medium,0,medium
C014453,3,Y,medium,1,high
C014454,2,N,short,0,medium
C014455,4,N,medium,0,medium
C014456,3,N,medium,0,medium
C014457,2,N,short,0,medium
C014458,3,Y,medium,1,high
C014459,3,N,medium,0,medium
C014460,2,N,short,0,medium
C014461,4,Y,medium,1,high
C014462,2,Y,short,1,high
C014463,4,N,medium,0,medium
C014464,4,N,medium,0,medium
C014465,2,N,short,0,medium
C014466,3,N,medium,0,medium
C014467,2,Y,short,1,high
C014468,4,N,medium,0,medium
C014469,3,N,medium,0,medium
C014470,2,N,short,0,medium
C014471,2,N,short,0,medium
C014472,2,N,short,0,medium
C014473,4,N,medium,0,medium
C014474,3,N,medium,0,medium
C014475,3,N,medium,0,medium
C014476,4,N,medium,0,medium
C014477,2,N,short,0,medium
C014478,2,N,short,0,medium
C014479,4,N,medium,0,medium
C014480,4,N,medium,0,medium
C014481,2,Y,short,1,high
C014482,3,Y,medium,1,high
C014483,3,N,medium,0,medium
C014484,4,N,medium,0,medium
C014485,2,N,short,0,medium
C014486,2,N,short,0,medium
C014487,2,N,short,0,medium
C014488,3,N,medium,0,medium
C014489,2,N,short,0,medium
C014490,2,N,short,0,medium
C014491,2,N,short,0,medium
C014492,4,N,medium,0,medium
C014493,3,N,medium,0,medium
C014494,4,Y,medium,1,high
C014495,3,N,medium,0,medium
C014496,3,N,medium,0,medium
C014497,4,N,medium,0,medium
C014498,2,N,short,0,medium
C014499,4,N,medium,0,medium
C014500,2,N,short,0,medium
C014501,4,N,medium,0,medium
C014502,4,N,medium,0,medium
C014503,3,N,medium,0,medium
C014504,2,N,short,0,medium
C014505,3,Y,medium,1,high
C014506,4,N,medium,0,medium
C014507,4,N,medium,0,medium
C014508,2,N,short,0,medium
C014509,2,N,short,0,medium
C014510,2,N,short,0,medium
C014511,2,N,short,0,medium
C014512,3,N,medium,0,medium
C014513,3,N,medium,0,medium
C014514,2,Y,short,1,high
C014515,2,N,short,0,medium
C014516,2,N,short,0,medium
C014517,4,N,medium,0,medium
C014518,3,N,medium,0,medium
C014519,4,N,medium,0,medium
C014520,2,N,short,0,medium
C014521,2,N,short,0,medium
C014522,2,N,short,0,medium
C014523,4,N,medium,0,medium
C014524,4,N,medium,0,medium
C014525,4,N,medium,0,medium
C014526,3,N,medium,0,medium
C014527,3,N,medium,0,medium
C014528,4,N,medium,0,medium
C014529,3,N,medium,0,medium
C014530,4,N,medium,0,medium
C014531,2,N,short,0,medium
C014532,3,N,medium,0,medium
C014533,3,N,medium,0,medium
C014534,4,N,medium,0,medium
C014535,2,N,short,0,medium
C014536,3,N,medium,0,medium
C014537,2,N,short,0,medium
C014538,3,N,medium,0,medium
C014539,4,N,medium,0,medium
C014540,2,N,short,0,medium
C014541,2,N,short,0,medium
C014542,2,N,short,0,medium
C014543,4,N,medium,0,medium
C014544,2,N,short,0,medium
C014545,2,N,short,0,medium
C014546,4,Y,medium,1,high
C014547,3,N,medium,0,medium
C014548,4,N,medium,0,medium
C014549,4,Y,medium,1,high
C014550,3,N,medium,0,medium
C014551,3,N,medium,0,medium
C014552,3,N,medium,0,medium
C014553,4,N,medium,0,medium
C014554,2,N,short,0,medium
C014555,3,N,medium,0,medium
C014556,4,N,medium,0,medium
C014557,3,N,medium,0,medium
C014558,4,N,medium,0,medium
C014559,3,N,medium,0,medium
C014560,4,N,medium,0,medium
C014561,4,N,medium,0,medium
C014562,2,N,short,0,medium
C014563,3,N,medium,0,medium
C014564,4,N,medium,0,medium
C014565,3,N,medium,0,medium
C014566,4,N,medium,0,medium
C014567,2,N,short,0,medium
C014568,2,Y,short,1,high
C014569,3,N,medium,0,medium
C014570,2,N,short,0,medium
C014571,4,Y,medium,1,high
C014572,3,N,medium,0,medium
C014573,2,N,short,0,medium
C014574,2,Y,short,1,high
C014575,3,N,medium,0,medium
C014576,4,Y,medium,1,high
C014577,2,Y,short,1,high
C014578,4,N,medium,0,medium
C014579,2,N,short,0,medium
C014580,2,Y,short,1,high
C014581,4,N,medium,0,medium
C014582,2,N,short,0,medium
C014583,2,N,short,0,medium
C014584,3,N,medium,0,medium
C014585,2,N,short,0,medium
C014586,3,N,medium,0,medium
C014587,4,N,medium,0,medium
C014588,3,N,medium,0,medium
C014589,3,N,medium,0,medium
C014590,3,N,medium,0,medium
C014591,4,N,medium,0,medium
C014592,4,N,medium,0,medium
C014593,3,N,medium,0,medium
C014594,2,Y,short,1,high
C014595,4,N,medium,0,medium
C014596,3,N,medium,0,medium
C014597,3,Y,medium,1,high
C014598,4,N,medium,0,medium
C014599,4,N,medium,0,medium
C014600,2,N,short,0,medium
C014601,3,N,medium,0,medium
C014602,3,N,medium,0,medium
C014603,4,N,medium,0,medium
C014604,4,N,medium,0,medium
C014605,2,Y,short,1,high
C014606,3,N,medium,0,medium
C014607,4,N,medium,0,medium
C014608,3,Y,medium,1,high
C014609,4,N,medium,0,medium
C014610,2,N,short,0,medium
C014611,2,N,short,0,medium
C014612,2,N,short,0,medium
C014613,4,Y,medium,1,high
C014614,2,Y,short,1,high
C014615,4,N,medium,0,medium
C014616,2,Y,short,1,high
C014617,2,N,short,0,medium
C014618,4,N,medium,0,medium
C014619,2,N,short,0,medium
C014620,4,N,medium,0,medium
C014621,2,Y,short,1,high
C014622,4,N,medium,0,medium
C014623,2,N,short,0,medium
C014624,2,N,short,0,medium
C014625,4,N,medium,0,medium
C014626,3,N,medium,0,medium
C014627,4,N,medium,0,medium
C014628,4,N,medium,0,medium
C014629,4,N,medium,0,medium
C014630,2,N,short,0,medium
C014631,4,N,medium,0,medium
C014632,2,N,short,0,medium
C014633,2,N,short,0,medium
C014634,2,N,short,0,medium
C014635,4,N,medium,0,medium
C014636,3,N,medium,0,medium
C014637,2,N,short,0,medium
C014638,3,N,medium,0,medium
C014639,3,N,medium,0,medium
C014640,4,N,medium,0,medium
C014641,3,Y,medium,1,high
C014642,3,Y,medium,1,high
C014643,4,N,medium,0,medium
C014644,3,Y,medium,1,high
C014645,3,N,medium,0,medium
C014646,3,N,medium,0,medium
C014647,3,N,medium,0,medium
C014648,3,N,medium,0,medium
C014649,4,N,medium,0,medium
C014650,2,N,short,0,medium
C014651,4,N,medium,0,medium
C014652,3,Y,medium,1,high
C014653,3,N,medium,0,medium
C014654,2,N,short,0,medium
C014655,2,N,short,0,medium
C014656,2,Y,short,1,high
C014657,3,N,medium,0,medium
C014658,4,N,medium,0,medium
C014659,3,N,medium,0,medium
C014660,4,N,medium,0,medium
C014661,3,N,medium,0,medium
C014662,3,N,medium,0,medium
C014663,3,Y,medium,1,high
C014664,2,N,short,0,medium
C014665,3,N,medium,0,medium
C014666,3,N,medium,0,medium
C014667,3,Y,medium,1,high
C014668,3,N,medium,0,medium
C014669,2,N,short,0,medium
C014670,4,N,medium,0,medium
C014671,3,N,medium,0,medium
C014672,4,N,medium,0,medium
C014673,3,Y,medium,1,high
C014674,2,N,short,0,medium
C014675,3,N,medium,0,medium
C014676,3,N,medium,0,medium
C014677,4,N,medium,0,medium
C014678,4,Y,medium,1,high
C014679,2,N,short,0,medium
C014680,3,N,medium,0,medium
C014681,4,N,medium,0,medium
C014682,2,Y,short,1,high
C014683,4,N,medium,0,medium
C014684,3,N,medium,0,medium
C014685,4,N,medium,0,medium
C014686,3,N,medium,0,medium
C014687,3,N,medium,0,medium
C014688,3,Y,medium,1,high
C014689,3,N,medium,0,medium
C014690,3,Y,medium,1,high
C014691,4,Y,medium,1,high
C014692,4,Y,medium,1,high
C014693,3,N,medium,0,medium
C014694,2,N,short,0,medium
C014695,3,N,medium,0,medium
C014696,4,N,medium,0,medium
C014697,4,N,medium,0,medium
C014698,3,Y,medium,1,high
C014699,4,N,medium,0,medium
C014700,3,N,medium,0,medium
C014701,4,N,medium,0,medium
C014702,3,N,medium,0,medium
C014703,3,N,medium,0,medium
C014704,4,N,medium,0,medium
C014705,4,N,medium,0,medium
C014706,4,N,medium,0,medium
C014707,4,N,medium,0,medium
C014708,3,N,medium,0,medium
C014709,2,N,short,0,medium
C014710,3,N,medium,0,medium
C014711,3,N,medium,0,medium
C014712,3,N,medium,0,medium
C014713,4,N,medium,0,medium
C014714,2,Y,short,1,high
C014715,3,Y,medium,1,high
C014716,3,Y,medium,1,high
C014717,3,N,medium,0,medium
C014718,4,N,medium,0,medium
C014719,3,Y,medium,1,high
C014720,4,N,medium,0,medium
C014721,4,Y,medium,1,high
C014722,4,N,medium,0,medium
C014723,2,N,short,0,medium
C014724,2,N,short,0,medium
C014725,2,N,short,0,medium
C014726,2,Y,short,1,high
C014727,4,N,medium,0,medium
C014728,3,N,medium,0,medium
C014729,4,N,medium,0,medium
C014730,3,N,medium,0,medium
C014731,4,Y,medium,1,high
C014732,4,N,medium,0,medium
C014733,2,N,short,0,medium
C014734,4,Y,medium,1,high
C014735,4,N,medium,0,medium
C014736,4,N,medium,0,medium
C014737,3,N,medium,0,medium
C014738,3,N,medium,0,medium
C014739,4,N,medium,0,medium
C014740,4,N,medium,0,medium
C014741,2,N,short,0,medium
C014742,2,N,short,0,medium
C014743,3,N,medium,0,medium
C014744,3,N,medium,0,medium
C014745,3,N,medium,0,medium
C014746,2,N,short,0,medium
C014747,4,N,medium,0,medium
C014748,4,N,medium,0,medium
C014749,2,N,short,0,medium
C014750,4,N,medium,0,medium
C014751,4,N,medium,0,medium
C014752,4,N,medium,0,medium
C014753,4,N,medium,0,medium
C014754,2,Y,short,1,high
C014755,2,N,short,0,medium
C014756,2,N,short,0,medium
C014757,4,N,medium,0,medium
C014758,2,N,short,0,medium
C014759,4,Y,medium,1,high
C014760,4,N,medium,0,medium
C014761,3,N,medium,0,medium
C014762,4,N,medium,0,medium
C014763,3,N,medium,0,medium
C014764,3,N,medium,0,medium
C014765,3,N,medium,0,medium
C014766,2,N,short,0,medium
C014767,3,Y,medium,1,high
C014768,3,N,medium,0,medium
C014769,2,N,short,0,medium
C014770,2,N,short,0,medium
C014771,4,N,medium,0,medium
C014772,4,N,medium,0,medium
C014773,2,N,short,0,medium
C014774,3,N,medium,0,medium
C014775,2,N,short,0,medium
C014776,2,N,short,0,medium
C014777,2,N,short,0,medium
C014778,2,N,short,0,medium
C014779,2,N,short,0,medium
C014780,4,N,medium,0,medium
C014781,4,Y,medium,1,high
C014782,3,Y,medium,1,high
C014783,4,N,medium,0,medium
C014784,4,N,medium,0,medium
C014785,4,N,medium,0,medium
C014786,3,N,medium,0,medium
C014787,2,N,short,0,medium
C014788,4,Y,medium,1,high
C014789,4,N,medium,0,medium
C014790,4,N,medium,0,medium
C014791,4,N,medium,0,medium
C014792,4,N,medium,0,medium
C014793,2,N,short,0,medium
C014794,3,N,medium,0,medium
C014795,3,N,medium,0,medium
C014796,3,N,medium,0,medium
C014797,2,Y,short,1,high
C014798,2,N,short,0,medium
C014799,3,N,medium,0,medium
C014800,4,N,medium,0,medium
C014801,4,N,medium,0,medium
C014802,3,N,medium,0,medium
C014803,2,N,short,0,medium
C014804,4,N,medium,0,medium
C014805,2,N,short,0,medium
C014806,4,Y,medium,1,high
C014807,4,N,medium,0,medium
C014808,2,Y,short,1,high
C014809,2,N,short,0,medium
C014810,4,N,medium,0,medium
C014811,3,N,medium,0,medium
C014812,4,N,medium,0,medium
C014813,3,Y,medium,1,high
C014814,3,N,medium,0,medium
C014815,3,N,medium,0,medium
C014816,2,N,short,0,medium
C014817,2,Y,short,1,high
C014818,4,Y,medium,1,high
C014819,4,N,medium,0,medium
C014820,2,N,short,0,medium
C014821,3,N,medium,0,medium
C014822,2,Y,short,1,high
C014823,3,Y,medium,1,high
C014824,2,N,short,0,medium
C014825,4,N,medium,0,medium
C014826,4,N,medium,0,medium
C014827,4,N,medium,0,medium
C014828,3,N,medium,0,medium
C014829,4,N,medium,0,medium
C014830,3,N,medium,0,medium
C014831,4,N,medium,0,medium
C014832,4,Y,medium,1,high
C014833,4,Y,medium,1,high
C014834,4,N,medium,0,medium
C014835,4,N,medium,0,medium
C014836,2,N,short,0,medium
C014837,4,N,medium,0,medium
C014838,2,N,short,0,medium
C014839,2,N,short,0,medium
C014840,2,N,short,0,medium
C014841,4,N,medium,0,medium
C014842,2,N,short,0,medium
C014843,4,N,medium,0,medium
C014844,4,N,medium,0,medium
C014845,4,N,medium,0,medium
C014846,3,N,medium,0,medium
C014847,2,Y,short,1,high
C014848,2,N,short,0,medium
C014849,2,N,short,0,medium
C014850,4,N,medium,0,medium
C014851,3,N,medium,0,medium
C014852,3,N,medium,0,medium
C014853,4,N,medium,0,medium
C014854,2,N,short,0,medium
C014855,4,N,medium,0,medium
C014856,4,N,medium,0,medium
C014857,4,N,medium,0,medium
C014858,3,N,medium,0,medium
C014859,4,N,medium,0,medium
C014860,3,N,medium,0,medium
C014861,4,N,medium,0,medium
C014862,4,Y,medium,1,high
C014863,2,Y,short,1,high
C014864,4,N,medium,0,medium
C014865,2,N,short,0,medium
C014866,4,N,medium,0,medium
C014867,3,N,medium,0,medium
C014868,3,Y,medium,1,high
C014869,4,N,medium,0,medium
C014870,2,N,short,0,medium
C014871,2,N,short,0,medium
C014872,3,Y,medium,1,high
C014873,2,N,short,0,medium
C014874,2,Y,short,1,high
C014875,4,N,medium,0,medium
C014876,4,N,medium,0,medium
C014877,2,N,short,0,medium
C014878,3,N,medium,0,medium
C014879,2,Y,short,1,high
C014880,3,N,medium,0,medium
C014881,2,N,short,0,medium
C014882,2,N,short,0,medium
C014883,3,N,medium,0,medium
C014884,3,N,medium,0,medium
C014885,2,N,short,0,medium
C014886,4,N,medium,0,medium
C014887,2,N,short,0,medium
C014888,3,N,medium,0,medium
C014889,3,N,medium,0,medium
C014890,2,Y,short,1,high
C014891,3,N,medium,0,medium
C014892,2,Y,short,1,high
C014893,2,N,short,0,medium
C014894,4,N,medium,0,medium
C014895,2,N,short,0,medium
C014896,4,N,medium,0,medium
C014897,2,N,short,0,medium
C014898,2,N,short,0,medium
C014899,2,N,short,0,medium
C014900,4,N,medium,0,medium
C014901,2,N,short,0,medium
C014902,3,N,medium,0,medium
C014903,2,N,short,0,medium
C014904,3,N,medium,0,medium
C014905,4,N,medium,0,medium
C014906,3,N,medium,0,medium
C014907,4,N,medium,0,medium
C014908,4,N,medium,0,medium
C014909,3,N,medium,0,medium
C014910,2,N,short,0,medium
C014911,3,N,medium,0,medium
C014912,4,N,medium,0,medium
C014913,3,N,medium,0,medium
C014914,4,N,medium,0,medium
C014915,3,N,medium,0,medium
C014916,4,Y,medium,1,high
C014917,2,N,short,0,medium
C014918,2,N,short,0,medium
C014919,2,N,short,0,medium
C014920,2,N,short,0,medium
C014921,2,N,short,0,medium
C014922,3,N,medium,0,medium
C014923,4,N,medium,0,medium
C014924,2,Y,short,1,high
C014925,3,N,medium,0,medium
C014926,4,Y,medium,1,high
C014927,3,N,medium,0,medium
C014928,4,Y,medium,1,high
C014929,3,N,medium,0,medium
C014930,2,N,short,0,medium
C014931,2,N,short,0,medium
C014932,4,N,medium,0,medium
C014933,2,N,short,0,medium
C014934,3,N,medium,0,medium
C014935,3,Y,medium,1,high
C014936,4,N,medium,0,medium
C014937,3,N,medium,0,medium
C014938,4,N,medium,0,medium
C014939,4,N,medium,0,medium
C014940,4,N,medium,0,medium
C014941,3,N,medium,0,medium
C014942,3,N,medium,0,medium
C014943,2,N,short,0,medium
C014944,3,N,medium,0,medium
C014945,4,N,medium,0,medium
C014946,3,N,medium,0,medium
C014947,4,N,medium,0,medium
C014948,2,N,short,0,medium
C014949,4,N,medium,0,medium
C014950,4,N,medium,0,medium
C014951,3,N,medium,0,medium
C014952,3,N,medium,0,medium
C014953,4,N,medium,0,medium
C014954,4,N,medium,0,medium
C014955,4,N,medium,0,medium
C014956,2,N,short,0,medium
C014957,3,N,medium,0,medium
C014958,4,N,medium,0,medium
C014959,2,N,short,0,medium
C014960,4,N,medium,0,medium
C014961,2,Y,short,1,high
C014962,4,N,medium,0,medium
C014963,3,N,medium,0,medium
C014964,3,N,medium,0,medium
C014965,2,N,short,0,medium
C014966,4,N,medium,0,medium
C014967,2,Y,short,1,high
C014968,2,N,short,0,medium
C014969,4,N,medium,0,medium
C014970,4,Y,medium,1,high
C014971,2,Y,short,1,high
C014972,4,N,medium,0,medium
C014973,3,N,medium,0,medium
C014974,3,N,medium,0,medium
C014975,3,N,medium,0,medium
C014976,2,N,short,0,medium
C014977,3,N,medium,0,medium
C014978,4,N,medium,0,medium
C014979,3,N,medium,0,medium
C014980,2,N,short,0,medium
C014981,2,N,short,0,medium
C014982,2,N,short,0,medium
C014983,4,N,medium,0,medium
C014984,4,N,medium,0,medium
C014985,2,N,short,0,medium
C014986,3,N,medium,0,medium
C014987,4,Y,medium,1,high
C014988,4,Y,medium,1,high
C014989,3,N,medium,0,medium
C014990,3,N,medium,0,medium
C014991,2,N,short,0,medium
C014992,4,N,medium,0,medium
C014993,3,N,medium,0,medium
C014994,4,Y,medium,1,high
C014995,2,N,short,0,medium
C014996,2,N,short,0,medium
C014997,2,N,short,0,medium
C014998,3,N,medium,0,medium
C014999,4,N,medium,0,medium
C015000,2,Y,short,1,high
C015001,4,N,medium,0,medium
C015002,3,N,medium,0,medium
C015003,3,Y,medium,1,high
C015004,4,N,medium,0,medium
C015005,3,N,medium,0,medium
C015006,3,N,medium,0,medium
C015007,3,N,medium,0,medium
C015008,2,N,short,0,medium
C015009,2,N,short,0,medium
C015010,3,N,medium,0,medium
C015011,3,N,medium,0,medium
C015012,2,N,short,0,medium
C015013,3,N,medium,0,medium
C015014,2,Y,short,1,high
C015015,2,Y,short,1,high
C015016,2,N,short,0,medium
C015017,2,N,short,0,medium
C015018,2,N,short,0,medium
C015019,3,N,medium,0,medium
C015020,2,Y,short,1,high
C015021,3,N,medium,0,medium
C015022,4,N,medium,0,medium
C015023,2,N,short,0,medium
C015024,3,N,medium,0,medium
C015025,3,N,medium,0,medium
C015026,3,N,medium,0,medium
C015027,3,N,medium,0,medium
C015028,2,Y,short,1,high
C015029,3,Y,medium,1,high
C015030,3,N,medium,0,medium
C015031,2,Y,short,1,high
C015032,2,N,short,0,medium
C015033,4,N,medium,0,medium
C015034,2,N,short,0,medium
C015035,4,N,medium,0,medium
C015036,3,N,medium,0,medium
C015037,4,Y,medium,1,high
C015038,3,N,medium,0,medium
C015039,4,N,medium,0,medium
C015040,2,N,short,0,medium
C015041,3,N,medium,0,medium
C015042,3,N,medium,0,medium
C015043,3,N,medium,0,medium
C015044,2,Y,short,1,high
C015045,2,N,short,0,medium
C015046,3,N,medium,0,medium
C015047,3,N,medium,0,medium
C015048,3,Y,medium,1,high
C015049,3,Y,medium,1,high
C015050,3,N,medium,0,medium
C015051,3,N,medium,0,medium
C015052,3,N,medium,0,medium
C015053,2,N,short,0,medium
C015054,3,N,medium,0,medium
C015055,2,N,short,0,medium
C015056,3,N,medium,0,medium
C015057,2,N,short,0,medium
C015058,4,Y,medium,1,high
C015059,3,Y,medium,1,high
C015060,3,N,medium,0,medium
C015061,2,N,short,0,medium
